form	label	definition	cross_reference	headword	homograph	format	root_marker	etymology	sense	inferred	entry_page	sense_page
patikrin–in	[PF]	be adorned with a patikrin	patikrin:3	patikrin–in		A					696	696
pa–tilhaz	[C]	expose to the sun, put something in the sun, as to dry it	tilhaz:3	pa–tilhaz		A					696	696
pa–tilhaz–an	[C/LF]	be put in the sun	tilhaz:4	pa–tilhaz–an		A					696	696
pa–tilhaz–in	[C/PF]	be put in the sun	tilhaz:5	pa–tilhaz–in		A					696	696
patinhina		toy, plaything		patinhina		A					696	696
matinhina		play (with toys,		patinhina		A					696	696
patinhina	[AF]	or some object that serves to entertain)		patinhina		A			2		696	696
patin–ha–hina sa azazak	[IT]	toys, children's playthings		patinhina		A			3		696	696
patinhina–hina	[IT]	to play; toys, playthings		patinhina		A			4		696	696
patinhina–i	[I]	(don't) play with it		patinhina		A			5		696	697
patinhina–n	[PF]	be played with, be treated as a plaything; plaything, toy		patinhina		A			6		696	697
patin–humhum		do something early in the morning	humhum:9	patin–humhum		A					697	697
pati–qca		take turns, alternate with one another; exchange, trade, as in giving objects to one another; change, as clothes 3	qca:24	pati–qca		A					697	697
pati–qca–i	[I]	(don't) take turns 3	qca:25	pati–qca–i		A					697	697
patishkan		an eagle-size bird with white breast and forehead, grayish wing and body feathers and a long beak. It circles over the lake and dives from high in the air for fish, which it carries off in its long talons		patishkan		A					697	697
pa–tish–qalhayqay		spread something out to dry, as rice after the harvest	qalhayqay:4	pa–tish–qalhayqay		A					697	697
pa–tish–qalhiw	[C]	dry something out, put something out to dry, as a fish in the sun	qalhiw:8	pa–tish–qalhiw		A					697	697
pa–tiuz		rake a field preparatory to planting	tiuz:2	pa–tiuz		A					697	697
pat–lhuri		make someone deaf, cause someone to become deaf	lhuri:5	pat–lhuri		A					697	697
pa–tmaza	[C]	cause someone to hear something, make someone listen	tmaza:2	pa–tmaza		A					697	697
patna		with, instrumental		patna		A					697	697
patna–ik	[PF1s]	I used		patna		A			2		697	697
patna–in	[PF]	be used as an instrument		patna		A			3		697	697
patna–saran–i	[I]	(don't) do it on the road	saran:5	patna–saran–i		A					697	697
patqal		mark, either natural or made for some purpose		patqal		A					698	698
matqal	[AF]	mark something, claim a proprietary right to something		patqal		A			2		698	698
patqal–an	[LF]	be marked for ownership or reference; be ordered for purchase; be promised to someone, as in marriage		patqal		A			3		698	698
patqa–tqal–an	[IT/LF]	put marks of ownership or reference on things		patqal		A			4		698	698
patqal–i	[I]	(don't) mark it		patqal		A			5		698	698
p–in–atqal	[PFc]	was marked for some purpose; mark made by someone; birthmark		patqal		A			6		698	698
p–in–atqal–an	[LFc]	was marked for, set aside for, or promised to someone		patqal		A			7		698	698
patug–qaulh		bamboo water conduit or aqueduct traditionally used to bring drinking water and water to irrigate the fields down from mountain streams	qaulh:3	patug–qaulh		A					698	698
patuk		cheek (the entire cheek, not just the cheek bone)		patuk		A		(PAN *pasuk `cheek; area of the cheekbone')			698	698
pa–tuniqniq	[C]	be noisy	tuniqniq:3	pa–tuniqniq		A					698	698
patun–ruza		paddle a boat	ruza:9	patun–ruza		A					698	698
pa–tutu	[C]	to nurse (trans.), give the breast to	tutu 1:2	pa–tutu		A					698	698
pa–tutu–an	[C/LF/I]	nurse him 1 4	tutu:	pa–tutu–an		A					698	698
pa–tutu–n	[C/PF]	be nursed, of a child at the breast 1	tutu:3	pa–tutu–n		A					698	698
paur		steam from boiling water		paur		A					698	698
pak–paur		to steam, of boiling water		paur		A			2		698	698
pu–paur		steam something		paur		A			3		698	699
pawawinwin		(don't) shake your head from side to side		pawawinwin		A					699	699
mawawinwin	[AF]	shake from side to side, as the head		pawawinwin		A			2		699	699
ma–pazashpash	[S]	soft, loose, of soil that is considered good for planting		pazashpash		B	bars		2		699	699
mim–pazashpash	[IC]	become soft or loose, of soil		pazashpash		B	bars		3		699	699
pazaw		go, walk		pazaw		A		(PAN *paNaw `go, walk')			699	699
shim–pazaw–an	[LFc]	departed from a place		pazaw		A		(PAN *paNaw `go, walk')	2		699	699
sh–m–im–pazaw	[AFc]	departed, walked		pazaw		A		(PAN *paNaw `go, walk')	3		699	699
sh–pazaw		go, leave		pazaw		A		(PAN *paNaw `go, walk')	4		699	699
shum–pazaw	[AF]	depart, walk		pazaw		A		(PAN *paNaw `go, walk')	5		699	699
pazay		rice with husk adhering: rice in the field, rice plant; harvested rice before pounding		pazay		A		(PAN *pajay `riceplant, rice in the field')			700	700
pash–pazay–an	[LF]	storage area for unthreshed rice stalks in the upper part of a traditional granary		pazay		A		(PAN *pajay `riceplant, rice in the field')	2		700	700
pazazáy		proud, arrogant		pazazáy		A					700	700
pazik		Euonymus pallidifolia Hay., fam. Celastraceae, a tall tree with bark that causes itching, and an inedible pale orange and red fruit. Traditionally when its small white blossoms appeared it was time to sow the crops. The trunks were formerly used for canoe hulls		pazik		A					700	700
mazim	[AF]	plait by intertwining with an over-under weave, as in making baskets or traditional walling material of split bamboo		pazim		B	bars		2		700	700
mim–p–in–azim	[IC]	make walls of plaited bamboo or rattan strips		pazim		B	bars		3		700	700
pazim–an	[LF]	be plaited		pazim		B	bars		4		700	700
p–in–azim	[PFc]	was plaited; what was plaited, wall of plaited bamboo strips		pazim		B	bars		5		700	700
p–in–azim–an	[LFc]	was plaited; what was plaited		pazim		B	bars		6		700	701
Pazish		one of the names for the Atayal and Sediq		Pazish		A					701	701
mash–pazish		to speak Atayal or Sediq		Pazish		A			2		701	701
pazish		enemy		pazish		A		(PAN *pajiS `enemy')			701	701
mim–pazish	[IC]	become enemies		pazish		A		(PAN *pajiS `enemy')	2		701	701
paziwat		window (traditionally a rather low opening in the wall)		paziwat		A					701	701
paziwatan		indigestion, as from overeating or from eating too quickly		paziwatan		A					701	701
p–in–aziwatan		had indiges-		paziwatan		A					701	701
paziwatan	[c]	tion		paziwatan		A			2		701	701
pazuzuyan		get a splinter		pazuzuyan		A					701	701
p–in–azuzuyan	[c]	got a splinter		pazuzuyan		A			2		701	701
pdaspdas		peel off leaves by hand from the top to the bottom of a plant		pdaspdas		A					701	701
pdaspdas–in	[PF]	be peeled off by hand, of the leaves of a plant		pdaspdas		A			2		701	701
pdis		crush, as a bug under the finger		pdis		A					701	701
pdis–i	[I]	(don't) crush it		pdis		A			2		701	702
pdis–ik	[PF1s]	I crushed it under my finger, of a bug		pdis		A			3		701	702
pdis–in	[PF]	be crushed by someone		pdis		A			4		701	702
ma–phu		turbid, riled, cloudy, of water		phu		B	bars		2		702	702
mim–phu		become turbid		phu		B	bars		3		702	702
m–in–a–ma–phu	[Sc/IT]	was turbid, was cloudy		phu		B	bars		4		702	702
pim–phu	[Cc]	stirred up water to make it turbid		phu		B	bars		5		702	702
pia–alah'a	[C]	put on a congenial face, act hospitable, try to be hospitable	alah'a:4	pia–alah'a		A					702	702
pia–ania		make someone clever or good at doing something	ania:6	pia–ania		A					702	702
pia–apaw	[C]	let something come out, as a plant that is growing, put something in a place where it can be seen	apaw:9	pia–apaw		A					702	702
pia–aruz'uz		show energy, display vigor	aruz'uz:4	pia–aruz'uz		A					702	702
pia–bahba	[C]	make someone cheerful or good-natured	bahba:4	pia–bahba		A					702	702
pia–baluhbu	[C]	cook something until it becomes dry and grainy	baluhbu:4	pia–baluhbu		A					702	702
pia–baqbaq	[C]	cry and whine even more, put on a show of whining and crying	baqbaq:4	pia–baqbaq		A					702	702
pia–bariz	[C]	make something level	bariz 2:6	pia–bariz		A					702	702
pia–bashbash–in	[C/PF]	be filled with something	bashbash:4	pia–bashbash–in		A					702	702
pia–bazay	[C]	make thin(ner)	bazay:8	pia–bazay		A					702	702
pia–biskaw	[C]	make something go faster, accelerate something	biskaw:5	pia–biskaw		A					702	702
pia–braq	[C]	leave an opening, make a hole or opening	braq:7	pia–braq		A					702	702
pia–bric–ik	[C/PF1s]	I made something heavy, I added weight to something	bric:9	pia–bric–ik		A					702	702
piacaucaun		relative, friend		piacaucaun		A					703	703
pia–cuaw	[C]	do something harder, increase the intensity of an effort	cuaw:8	pia–cuaw		A					703	703
pia–dahun	[C]	sweeten, make sweet	dahun:5	pia–dahun		A					703	703
pia–dama–damat	[C/IT]	calm someone down, make someone quiet	damat:5	pia–dama–damat		A					703	703
pia–danshir–i	[C/I]	(don't) put up a danshir 3	danshir:2	pia–danshir–i		A					703	703
pia–daq	[C]	take a long time	daq:4	pia–daq		A					703	703
pia–diqru	[C]	smooth something, make something smooth	diqru:4	pia–diqru		A					703	703
pia–dishlum	[C]	make something green	dishlum:6	pia–dishlum		A					703	703
pia–dishqun	[C]	make someone feel disliked or unwelcome	dishqun:6	pia–dishqun		A					703	703
pia–duhray	[C]	make someone comfortable/more comfortable	duhray:6	pia–duhray		A					703	703
pia–dukuduku	[C]	bend over, as to get through a low doorway, etc.	dukuduku:3	pia–dukuduku		A					703	703
pia–dumuc	[SC]	make something soft	dumuc:5	pia–dumuc		A					703	703
pia–dutkhu–khun	[C/IT]	bend down, lower the head deliberately, as to avoid a blow	dutkhun:5	pia–dutkhu–khun		A					703	703
/pia–dutkhun/	[C]	lower the head	dutkhun:4	/pia–dutkhun/		A					703	703
pia–faqlhu	[C]	renew, restore; put on something new	faqlhu:5	pia–faqlhu		A					703	703
pia–fazaq	[C]	make knowledgeable, give someone understanding	fazaq:9	pia–fazaq		A					703	703
pia–funuq	[C]	prepare fields for planting by loosening the soil	funuq:5	pia–funuq		A					703	703
piag–qaray	[C]	make something last long, extend the duration of something	qaray:6	piag–qaray		A					703	703
pia–haha	[C]	act angry, pretend to be angry	haha:5	pia–haha		A					703	703
pia–haluq	[C]	make foodstuffs such as tubers soft, as by cooking them longer	haluq:3	pia–haluq		A					703	703
pia–haran	[C]	widen, make wider	haran:4	pia–haran		A					703	703
pia–haziwhiw	[C]	cool something off, let something get cool	haziwhiw:3	pia–haziwhiw		A					703	703
pia–hiaw	[C]	cause something to go faster, urge something on, as a work animal	hiaw:4	pia–hiaw		A					703	703
pia–hnar	[C]	make something warmer, increase the heat	hnar:6	pia–hnar		A					704	704
pia–hulaw	[SC]	make someone hoarse	hulaw:4	pia–hulaw		A					704	704
pia–kafaw	[C]	raise something, lift something up	kafaw:5	pia–kafaw		A					704	704
pia–ka–kiwar–in	[C/IT/PF]	be done in a zigzag fashion	kiwar:5	pia–ka–kiwar–in		A					704	704
pia–kalashay	[C]	act hard to please, be fussy or fastidious	kalashay:4	pia–kalashay		A					704	704
pia–kaligkin	[SC]	take care of one's health; may you be healthy! (salutation of departure)	kaligkin:5	pia–kaligkin		A					704	704
pia–kaliki	[C]	make something grow again	kaliki:3	pia–kaliki		A					704	704
pia–kalunhan	[C]	make something itch	kalunhan:3	pia–kalunhan		A					704	704
pia–kamun	[SC]	make spicy, spice up	kamun:7	pia–kamun		A					704	704
pia–kanshuz	[C]	make something delicious or fragrant	kanshuz:5	pia–kanshuz		A					704	704
pia–kapa	[C]	make something shallow or shallower	kapa:5	pia–kapa		A					704	704
pia–karaza	[C]	clear a border strip between cultivated fields	karaza:3	pia–karaza		A					704	704
pia–karishkish	[C]	do something vigorously or with enthusiasm	karishkish:5	pia–karishkish		A					704	704
pia–karupkup	[C]	tangle something, make something become tangled	karupkup:4	pia–karupkup		A					704	704
pia–kashpar	[C]	make something painful, as by pinching a person	kashpar:5	pia–kashpar		A					704	704
pia–katar	[C]	make something (more) astringent	katar:3	pia–katar		A					704	704
pia–kazaka	[C]	make someone feel better, make someone feel more energetic or spirited	kazaka:4	pia–kazaka		A					704	704
pia–kaza–kazash		explain, make clear 3	kazash:7	pia–kaza–kazash		A					704	704
pia–kazash	[C]	give in reward, give as a sign of approval for something done 2	kazash:2	pia–kazash		A					704	704
pia–kazash	[C]	make something appear clear or sharply focused, as binoculars when looking at something in the distance 3	kazash:5	pia–kazash		A					704	704
pia–kazash–i	[C/I]	(don't) make it focused, make it clearer 3	kazash:6	pia–kazash–i		A					704	704
pia–kimzi	[C]	make someone ticklish	kimzi:3	pia–kimzi		A					704	704
pia–kirac	[C]	turn on (a light), make something bright or brighter	kirac:6	pia–kirac		A					704	704
pia–kiwa–kiwar–in	[IT]	be bent repeatedly	kiwar:6	pia–kiwa–kiwar–in		A					704	704
pia–kiwar	[C]	bend, do something in a zigzag fashion	kiwar:7	pia–kiwar		A					704	704
pia–kiwar–ik	[PF1s]	I am bending something, I am doing something in a zigzag fashion	kiwar:8	pia–kiwar–ik		A					705	705
pia–kulhmu–lhmuz	[C/IT]	keep it intact	kulhmuz:4	pia–kulhmu–lhmuz		A					705	705
pia–kundur	[C]	make someone or something strong; be patient	kundur:6	pia–kundur		A					705	705
pia–kundur na shnaw		be patient	kundur:7	pia–kundur na shnaw		A					705	705
pia–kushrac	[C]	let a plant food remain firm or hard	kushrac:3	pia–kushrac		A					705	705
pia–kushtur	[C]	make something thick(er)	kushtur:5	pia–kushtur		A					705	705
pia–kutbaz	[C]	make it drier, as rice that is being cooked	kutbaz:7	pia–kutbaz		A					705	705
pia–kutnir	[C]	harden something	kutnir:5	pia–kutnir		A					705	705
pia–kuyu	[C]	pretend to be queasy	kuyu:4	pia–kuyu		A					705	705
pia–lamlam	[C]	sharpen, make sharper	lamlam:4	pia–lamlam		A					705	705
pia–lawashwash	[C]	scatter something more than it already is	lawashwash:6	pia–lawashwash		A					705	705
pia–lawlaw	[C]	try to seduce someone	lawlaw:3	pia–lawlaw		A					705	705
pia–lunduz	[C]	straighten, make straight, keep straight	lunduz:6	pia–lunduz		A					705	705
pia–lhacas	[C]	make something softer or more tender by cooking	lhacas:4	pia–lhacas		A					705	705
pia–lhaqraw	[C]	make someone get stiff or sore, as by forcing them to maintain the same posture for some time	lhaqraw:3	pia–lhaqraw		A					705	705
pia–lhaqraw–i	[C/I]	(don't) make him get stiff, (don't) let him get stiff	lhaqraw:4	pia–lhaqraw–i		A					705	705
pia–lhias	[C]	make bright(er)	lhias:7	pia–lhias		A					705	705
pia–lhic	[C]	tighten binding, etc., make tighter	lhic:4	pia–lhic		A					705	705
pia–lhic–i	[I]	(don't) tie it	lhic:5	pia–lhic–i		A					705	705
pia–lhic–ik	[C/PF1s]	I am tightening it, I am fastening it more firmly	lhic:6	pia–lhic–ik		A					705	705
pia–lhilhni–lhnit	[C/IT]	put on a smile for someone	lhilhnit:6	pia–lhilhni–lhnit		A					705	705
pia–mumu	[C]	close the eyes 1	mumu:6	pia–mumu		A					705	705
pia–nasha	[C]	increase, make more numerous	nasha:5	pia–nasha		A					705	705
pia–naur	[C]	do something habitually or deliberately	naur:8	pia–naur		A					705	705
pia–naur–in	[C/PF]	be used to doing, be in the habit of doing	naur:9	pia–naur–in		A					705	705
pia–nishir	[C]	make something sour 6	nishir:	pia–nishir		A					705	705
pia–pishkit	[C]	go safely, be kept from harm	pishkit:5	pia–pishkit		A					706	706
pia–pizpiz	[C]	make something crowded, as in stuffing a container	pizpiz:3	pia–pizpiz		A					706	706
pia–pni	[C]	make the voice husky, lower the voice	pni:3	pia–pni		A					706	706
pia–pukaw	[C]	let or cause someone's vision to become dim	pukaw:5	pia–pukaw		A					706	706
pia–pulhash	[C]	mess something up, as the hair, make something messy or tangled	pulhash:3	pia–pulhash		A					706	706
pia–punish	[C]	fill something, as a container	punish:5	pia–punish		A					706	706
